Description,Barangay,City,Province,Price_PHP,Bedrooms,Bath,Floor_area_sqm,Land_area_sqm
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...",Bagumbayan,Quezon City,Metro Manila,14278110,2,2,67,
"Lot for Sale in Amoa, Compostela, Cebu - with Special Offer",Tamiao,Compostela,Cebu,2400000,,,,120
"Studio Condo Unit (10D) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,7636063,1,1,31,
"3-Bedroom House and Lot for Sale at Lancaster New City in General Trias, Cavite -AIRA...",Pasong Camachile I,General Trias,Cavite,5282600,3,,80,92
"Condo Unit with 2 Bedrooms for Sale in One Lakeshore Drive, San Antonio, Davao",San Antonio,Davao,Davao Del Sur,10760000,2,2,76,
"Studio Unit for Sale in Cerise Tower, Southwoods City, Binan, Laguna | 24.85sqm",San Francisco,Binan,Laguna,5600000,1,1,24,
"Pre-Selling Studio Unit (25.50 sqm) in Galleria Residences 3, Cebu City",North Reclamation Area,Cebu,Cebu,4690752,1,,25,
"5-Bedroom House for Sale at Camella Provence in Malolos City, Bulacan | Ella, NRFO",Longos,Malolos,Bulacan,7226000,5,,100,110
"3-Bedroom House for Sale at Camella Monticello in San Jose del Monte, Bulacan | Cara,...",Sapang Palay,San Jose del Monte,Bulacan,5078000,3,,66,88
"2-Bedroom Unit for Sale in The Trion Towers - Tower 3, BGC Taguig, 23M",McKinley Hill,Taguig,Metro Manila,23000000,2,,,
"Offices at The Galleon - Glass Unit (34E) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,32795000,,,93,
"Loft Unit for Sale in AMA Tower Residences, Wack-Wack Greenhills Mandaluyong|32R",Wack-Wack Greenhills,Mandaluyong,Metro Manila,29623317,1,1,116,
"Offices at The Galleon - Prime Unit (11I) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,31409000,,,93,
"TALIA 2-Storey Single Attached (Irregular) for Sale in Idesia Lipa, Batangas",Inosloban,Lipa,Batangas,5600000,2,,52,118
Suntrust Kirana - Studio Unit for Sale in Pasig City,Pinagbuhatan,Pasig,Metro Manila,3297501,1,1,27,
"ARIA Townhouse (Cor-End) for Sale in Idesia Lipa, Batangas",Inosloban,Lipa,Batangas,4700000,2,,42,114
"2-Storey 4BR House and Lot (Sofia Model) for Sale in Governor's Hills, General Trias,...",Biclatan,General Trias,Cavite,6344860,4,,115,132
"3BR Condo Unit for Sale at The Sofia Terraces in Quezon Hills, Baguio City | 67.60sqm",Quezon Hill Proper,Baguio,Benguet,9253088,3,2,67,
"Non-PEZA Industrial Lot (12,000 sqm) for Sale, Cavite Technopark, Naic, Cavite",Sabang,Naic,Cavite,40000000,,,,12000
"Cityland Pioneer Heights 1, 1-Bedroom Deluxe  for Sale in Mandaluyong",Highway Hills,Mandaluyong,Metro Manila,4400659,1,2,46,
"Studio Deluxe (34E) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,12882000,1,1,46,
"2-Bedroom Unit (2420) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,26640000,2,,89,
"Pre-Selling Studio Unit in Sierra Valley Gardens 1, Cainta, Rizal, 3.75M",San Juan,Cainta,Rizal,3750000,1,1,,
"1-Bedroom Unit (1426) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,16122000,1,,58,
"Arezzo Place Davao - Studio for Sale in Sasa, Davao",Sasa,Davao,Davao Del Sur,3010000,1,1,32,
"3BR Townhome End Unit for Sale - Penthouse at Jubilation Enclave North, New Binan, La...",Santo Nino,Binan,Laguna,5300000,3,,90,80
"The Sofia Terraces, 3-Bedroom Condo Unit for Sale in Quezon Hills, Baguio City",Quezon Hill Proper,Baguio,Benguet,11780000,3,2,81,
"2-Storey 3BR House and Lot (Celestina Model) for Sale in Siena Hills, Lipa City, Bata...",Antipolo del Sur,Lipa,Batangas,6303625,3,,123,150
"4-Bedroom House and Lot for Sale at Lancaster New City in General Trias, Cavite -BRIA...",Pasong Camachile I,General Trias,Cavite,6756360,4,,110,100
"3-Bedroom Unit (55A) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,51606000,3,3,147,
"2-Bedroom Unit (17E) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,42022000,2,2,114,
"TALIA 2-Storey Single Attached (Irregular) for Sale in Idesia Lipa, Batangas",Inosloban,Lipa,Batangas,5600000,2,,52,118
"1-Bedroom Unit (1426) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,16122000,1,,58,
"2-Bedroom Condo Unit for Sale in Suntrust Ascentia, Santa Ana, Manila, Metro Manila",Santa Ana,Manila,Metro Manila,6522096,2,1,39,
"3-Bedroom Unit (55A) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,51606000,3,3,147,
Shophouse for Sale in Ajoya Pampanga (Mexico) - with Special Offer,Eden,Mexico,Pampanga,5200000,,,102,60
"The Sofia Terraces, 3-Bedroom Condo Unit for Sale in Quezon Hills, Baguio City",Quezon Hill Proper,Baguio,Benguet,11780000,3,2,81,
"2-Storey 3BR House and Lot (Celestina Model) for Sale in Siena Hills, Lipa City, Bata...",Antipolo del Sur,Lipa,Batangas,6303625,3,,123,150
"Shophouse for Sale in Ajoya Capas, Tarlac - with Special Offer",Talaga,Capas,Tarlac,8300000,,,99,60
"Pre-Selling Studio Unit in Sierra Valley Gardens 1, Cainta, Rizal, 3.75M",San Juan,Cainta,Rizal,3750000,1,1,,
"Arezzo Place Davao - Studio for Sale in Sasa, Davao",Sasa,Davao,Davao Del Sur,3010000,1,1,32,
"2-Bedroom Unit (2420) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,26640000,2,,89,
"Studio Deluxe (34E) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,12882000,1,1,46,
"3BR Townhome End Unit for Sale - Penthouse at Jubilation Enclave North, New Binan, La...",Santo Nino,Binan,Laguna,5300000,3,,90,80
"4-Bedroom House and Lot for Sale at Lancaster New City in General Trias, Cavite -BRIA...",Pasong Camachile I,General Trias,Cavite,6756360,4,,110,100
"2-Bedroom Unit (17E) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,42022000,2,2,114,
"RFO 1-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 216-G",Cupang,Muntinlupa,Metro Manila,3756900,1,1,40,
"1-Bedroom Unit (4114) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,18160000,1,,57,
"2-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 2",San Antonio,Davao,Davao Del Sur,10760000,2,2,76,
2-Bedroom Sophisticated & Trendy House and Lot for Sale in The Emerald Residences Pha...,Bagakay,Ozamiz,Misamis Occidental,4600000,2,,39,100
"1-Bedroom Unit (S32D1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11054400,1,1,47,
"3BR House and Lot (Sabrina Model) for Sale in San Francisco Heights, Calamba, Laguna",Palo-Alto,Calamba,Laguna,4442000,3,,60,110
"For Sale 2 Bedroom Unit in Suntrust Ascentia at Santa Ana, Manila",Santa Ana,Manila,Metro Manila,6522096,2,1,39,
"PEZA Industrial Lot (1 hectare) for Sale in Cavite Technopark, Naic, Cavite",Sabang,Naic,Cavite,,,,,10000
"40 sqm, 1 Bedroom Unit For Sale in The Radiance Manila Bay Roxas Boulevard Pasay",Pasay Rotonda,Pasay,Metro Manila,8625062,1,1,40,
"2-Storey 4BR House and Lot (Sofia Model) for Sale in Governor's Hills, General Trias,...",Biclatan,General Trias,Cavite,6344860,4,,115,132
Pre-Selling 1-Bedroom Unit (48 sqm) in The Magnolia Residences D at New Manila,New Manila,Quezon City,Metro Manila,9400000,1,1,48,
"Non-PEZA Industrial Lot (12,000 sqm) for Sale, Cavite Technopark, Naic, Cavite",Sabang,Naic,Cavite,40000000,,,,12000
"1-Bedroom Unit (N19G2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,10998400,1,1,44,
"2-Bedroom Garden Unit (143 sqm) for Sale in Maple at Verdant Towers, Ortigas, Pasig C...",Ugong,Pasig,Metro Manila,48778000,2,1,143,
"Viridian in Greenhills, 2-Bedroom Unit (50H) for Sale in San Juan City",Greenhills,San Juan,Batangas,37610000,2,3,141,
"The Levels Burbank Tower, 2-Bedroom Unit (72 sqm) for Sale in Alabang (for as low as ...",Alabang,Muntinlupa,Metro Manila,,2,2,72,
"Pre-Selling 1-Bedroom Unit in The Radiance Manila Bay South, Pasay City, 7.9M",Pasay Rotonda,Pasay,Metro Manila,7900000,1,1,,
"Pre-Selling 1-Bedroom Unit (40.50 sqm) in Galleria Residences 2, Cebu City",North Reclamation Area,Cebu,Cebu,6400000,1,,40,
"2-Bedroom Unit (40B) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,33827000,2,2,106,
Pre-Selling 1-Bedroom Executive Unit (49.5 sqm) at The Sapphire Bloc South,Ortigas CBD,Pasig,Metro Manila,11200000,1,1,49,
GAIA 2-Storey Single Detached (Regular) for Sale in Idesia Dasmarinas Phase 2,San Agustin I,Dasmarinas,Cavite,4800000,3,,63,100
"1-Bedroom Unit (N59E1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,17363800,1,1,64,
"4BR Single Attached House and Lot for Sale in The Villages at Lipa, Brook Village, Ba...",Bugtong Na Pulo,Lipa,Batangas,4600000,4,,80,103
"Pre-selling 3BR 3-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...",Cupang,Muntinlupa,Metro Manila,25296000,3,,250,92
"RFO 2BR Unit (51.82 sqm) for Sale in Axis Residences B, Mandaluyong City",Barangka Ilaya,Mandaluyong,Metro Manila,12700000,2,2,51,
"2-Bedroom Unit (43L) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,48572000,2,2,109,
"Studio Unit (46J) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,10730000,1,1,34,
2BR Condo in Valenzuela for Sale - Moldex Residences Valenzuela Caramoan Bldg,Paso de Blas,Valenzuela,Metro Manila,4050000,2,2,36,
"Condo Dormitory (Unit 105-20) for Sale in UniPlace @ SWU Village, Cebu City",Sambag II,Cebu,Cebu,2810000,1,1,24,
"For as low as 9,700/ month; Studio Unit for Sale at Woodsville Crest, Merville, Paran...",Merville,Paranaque,Metro Manila,4740000,1,1,23,
"Studio Unit (30 sqm) for Sale in City Clou, Cebu City",Zapatera,Cebu,Cebu,3980978,1,1,30,
"Cityland Pioneer Heights 1, 1-Bedroom Deluxe  for Sale in Mandaluyong",Highway Hills,Mandaluyong,Metro Manila,4400659,1,2,46,
"2-Bedroom Unit (37H) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,42229000,2,2,114,
"5-Bedroom House for Sale at Camella Provence in Malolos City, Bulacan | Freya, NRFO/R...",Longos,Malolos,Bulacan,8654000,5,,140,121
"3-Bedroom Unit (N05E) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,24586800,3,2,102,
"3-Bedroom Unit (N53 E1-E2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,27414000,3,2,113,
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...",Bagumbayan,Quezon City,Metro Manila,14278110,2,2,67,
"Lot for Sale in Foressa Mountain Town (Phase 1A), Balamban, Cebu - with Special Offer",Cansomoroy,Balamban,Cebu,6000000,,,,540
"The Glades at Timberland Heights - Lot for Sale in San Mateo Rizal, Blk4 Lot6 (for as...",Malanday,San Mateo,Rizal,,,,,202
"2BR Condo Unit w/ Balcony for Sale in AMA Tower Residences, Mandaluyong City |5R",Wack-Wack Greenhills,Mandaluyong,Metro Manila,15024692,2,1,63,
"2-Bedroom Unit (18L) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,44056000,2,2,109,
"3 bedroom House and Lot for Sale in San Francisco Heights, Calamba- Scarlett",Palo-Alto,Calamba,Laguna,4767000,3,,72,110
"4-Bedroom Single Detached House and Lot for Sale in Ajoya Cabanatuan, Nueva Ecija - w...",Valle Cruz,Cabanatuan,Nueva Ecija,5700000,4,,96,153
"3-Bedroom Unit (S05D) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,22111600,3,2,98,
RFO 4-Bedroom Single Detached House and Lot for Sale in The Arcadia | Boundary of Ang...,Manibaug Paralaya,Porac,Pampanga,8300000,4,,171,213
2-Storey 3BR Single Detached House and Lot (Wellington Model) for Sale in Washington ...,Sampaloc II,Dasmarinas,Cavite,6265385,3,,78,160
"1-Bedroom Unit (N14G2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,10998400,1,1,44,
"3-Bedroom Unit for Sale in Suntrust Solana, Ermita Manila",Ermita,Manila,Metro Manila,7500000,3,2,52,
"2-Bedroom Condo Unit (16C) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...",Highway Hills,Mandaluyong,Metro Manila,16612731,2,2,84,
"2-Bedroom Unit (10A) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,45015000,2,2,112,
"2-Bedroom Unit (2209) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,24349000,2,,89,
"RFO 2-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 322-G",Cupang,Muntinlupa,Metro Manila,5446700,2,1,58,
"3-Bedroom Unit for Sale in Suntrust Amadea - Tower 2, Quezon City",Paligsahan,Quezon City,Metro Manila,6626880,3,2,46,
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...",Bagumbayan,Quezon City,Metro Manila,14612268,2,2,67,
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...",Bagumbayan,Quezon City,Metro Manila,14612268,2,2,67,
Studio with Patio (28 sqm) in Moldex Residences Silang Cavite near Tagaytay,Biluso,Silang,Cavite,,1,1,28,
"1-Bedroom Unit (46D) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,27329000,1,1,70,
RFO 4-Bedroom Single Detached House and Lot for Sale in The Arcadia | Boundary of Ang...,Manibaug Paralaya,Porac,Pampanga,8300000,4,,171,213
"3-Bedroom Unit (S05D) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,22111600,3,2,98,
"2-Bedroom Unit (18L) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,44056000,2,2,109,
"4-Bedroom Single Detached House and Lot for Sale in Ajoya Cabanatuan, Nueva Ecija - w...",Valle Cruz,Cabanatuan,Nueva Ecija,5700000,4,,96,153
"3 bedroom House and Lot for Sale in San Francisco Heights, Calamba- Scarlett",Palo-Alto,Calamba,Laguna,4767000,3,,72,110
"2-Bedroom House for Sale at Camella Quezon in Brgy. Isabang, Tayabas City, Quezon | A...",Isabang,Tayabas,Quezon,2094000,2,,36,36
Pre-Selling 1-Bedroom Unit (32 sqm) at The Sapphire Bloc South in Ortigas CBD,Ortigas CBD,Pasig,Metro Manila,7400000,1,1,32,
"5-Bedroom House for Sale at Camella Provence in Malolos City, Bulacan | Ella wCB, NRF...",Longos,Malolos,Bulacan,7707000,5,,100,121
"3-Bedroom House and Lot for Sale at Lancaster New City in Kawit, Cavite -AIRA Model",San Sebastian,Kawit,Cavite,5282600,3,,80,92
"1-Bedroom Unit (N56E2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,12835200,1,1,49,
"3-Bedroom Condo (Unit A) for Sale in Suntrust Shanata, Novaliches Quezon City",Novaliches,Quezon City,Metro Manila,7802700,3,2,54,
"1-Bedroom Unit (S34D1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11054400,1,1,47,
"Offices at The Galleon - Prime Unit (12L) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,25678000,,,75,
"1-Bedroom Unit (17D) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,26705000,1,1,70,
"2-Bedroom Condo Unit (30C) for Sale in One Sierra,EDSA, Mandaluyong City, Metro Manil...",Highway Hills,Mandaluyong,Metro Manila,16974060,2,2,84,
"2BR Condo Unit w/ Balcony for Sale in AMA Tower Residences, Mandaluyong City |5F",Wack-Wack Greenhills,Mandaluyong,Metro Manila,13593769,2,1,57,
"Penthouse Unit (54B) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,128592000,4,4,317,
"La Vida Tower B, 1-Bedroom Unit (56.75 sqm) for Sale in Pasay City",F.B Harisson,Pasay,Metro Manila,7392000,1,1,56,
Pre-Selling 1-Bedroom Unit (67 sqm) at The Residences At The Westin Manila Sonata Pla...,Ortigas CBD,Pasig,Metro Manila,17003470,1,1,67,
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...",Bagumbayan,Quezon City,Metro Manila,14612268,2,2,67,
Cityland Pioneer Heights 1 - Studio Unit (24.9 sqm) for Sale in Mandaluyong City,Highway Hills,Mandaluyong,Metro Manila,2683702,1,1,24,
"Bi-level Condo Unit for Sale in AMA Tower Residences, Wack-Wack Mandaluyong |33U",Wack-Wack Greenhills,Mandaluyong,Metro Manila,30900184,1,1,121,
"2-Bedroom Unit (2620) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,26748000,2,,89,
"The Levels Burbank Tower, 3BR Unit for Sale in Alabang (for as low as Php 30,000 mont...",Alabang,Muntinlupa,Metro Manila,,3,2,72,
"Offices at The Galleon - Prime Unit (35M) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,33345000,,,95,
"Studio (2719) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8455000,1,,34,
"4 bedroom House and Lot for Sale in San Francisco Heights, Calamba-Serena",Palo-Alto,Calamba,Laguna,5400000,4,,83,110
"2-Storey 4BR House and Lot (Orabella Model) for Sale in Siena Hills, Lipa City, Batan...",Antipolo del Sur,Lipa,Batangas,7860710,4,,147,176
"Studio Condo Unit (11I) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,6996073,1,1,32,
"RFO 3-Bedroom Unit 26B1 for Sale in 1322 Roxas Boulevard, Manila",Roxas Boulevard,Manila,Metro Manila,,3,5,187,
"Pre-Selling 1BR Unit in The Sapphire Bloc South Tower, Ortigas CBD Pasig, 10.6M",Ortigas CBD,Pasig,Metro Manila,10600000,1,1,,
"3-Bedroom Unit for Sale in Suntrust Asmara Tower 3, New Manila, Quezon City",New Manila,Quezon City,Metro Manila,7700000,3,2,56,
"4-Bedroom House and Lot for Sale at Lancaster New City in Kawit, Cavite -ALEXANDRA Mo...",San Sebastian,Kawit,Cavite,7410000,4,,100,120
"GAIA 2-Storey Single Detached (Irr-Corner) for Sale in Idesia Lipa, Batangas",Inosloban,Lipa,Batangas,6600000,3,,63,137
"Studio Condo Unit (6I) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,7324373,1,1,32,
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...",Bagumbayan,Quezon City,Metro Manila,14278110,2,2,67,
Studio Unit (22 sqm) for Sale in Moldex Residences Silang Cavite near Dasmarinas,Biluso,Silang,Cavite,2100000,1,1,22,
"3-Bedroom Single Attached House and Lot for Sale in Ajoya Cabanatuan, Nueva Ecija - w...",Valle Cruz,Cabanatuan,Nueva Ecija,4200000,3,,72,92
"2-Bedroom Unit (2909) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,25471000,2,,89,
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...",Cupang,Muntinlupa,Metro Manila,39675000,3,,323,90
"10,668 sqm Industrial Lot for Sale in Pampanga Technopark - Mabalacat, Pampanga",Tabun,Mabalacat,Pampanga,95585280,,,,10668
"3-Bedroom Unit (N10C) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,23982600,3,2,108,
"Pre-Selling Studio Unit (22 sqm) in Sierra Valley Gardens 1, Cainta, Rizal",San Juan,Cainta,Rizal,3740000,1,1,22,
Pioneer Pointe 2BR Bi-Level Fully Furnished Unit (73 sqm) in Mandaluyong (Move-in for...,Highway Hills,Mandaluyong,Metro Manila,,2,2,73,
"The Levels Burbank Tower, 1BR Unit for Sale in Alabang (for as low as Php 30,000 mont...",Alabang,Muntinlupa,Metro Manila,,1,1,49,
"Pre-Selling 1BR Unit (35.68 sqm) in Acacia Escalades B, Pasig City",Manggahan,Pasig,Metro Manila,4800000,1,1,35,
The Gentri Heights: Kirana 2-Storey House for Sale in General Trias Cavite,Manggahan,General Trias,Cavite,4730620,3,,82,98
"3-Bedroom Townhouse for Sale in The Villages at Lipa, Sierra Village, Batangas - with...",Bugtong Na Pulo,Lipa,Batangas,4700000,3,,93,108
"3-Bedroom Single Attached House and Lot for Sale at PTC Suncrest in Imus, Cavite",Carsadang Bago I,Imus,Cavite,5234791,3,,75,80
"Grand View Tower, 2-Bedroom (66 sqm) Condo for Sale near Mall of Asia, Pasay",Libertad,Pasay,Metro Manila,15500000,2,2,66,
"ARIA Townhouse (End) for Sale in Idesia Lipa, Batangas",Inosloban,Lipa,Batangas,3600000,2,,42,90
"3-Bedroom House and Lot for Sale at Lancaster New City in Kawit, Cavite -GABRIELLE Mo...",San Sebastian,Kawit,Cavite,6650000,3,,84,120
"3-Bedroom Townhouse for Sale at Lancaster New City in Kawit, Cavite -THEA Model",San Sebastian,Kawit,Cavite,2395000,3,,60,50
"For Sale: 2BR Condo Unit with Balcony in Legacy Leisure Residences, Ma-a, Davao City ...",Ma-A,Davao,Davao Del Sur,8645982,2,2,77,
"1BR Condo Unit with Balcony for Sale in Legacy Leisure Residences, Ma-a, Davao City",Ma-A,Davao,Davao Del Sur,4206258,1,1,36,
"2BR Condo Unit with Balcony for Sale in Legacy Leisure Residences, Ma-a, Davao City |...",Ma-A,Davao,Davao Del Sur,8645982,2,2,77,
"2-Bedroom Unit (36H) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,42217000,2,2,114,
"2-Bedroom Unit for Sale in Suntrust Capitol Plaza, Diliman, Quezon City",Diliman,Quezon City,Metro Manila,10000000,2,2,68,
"Pre-Selling 2-Bedroom Unit in Acacia Escalades B, Pasig City",Manggahan,Pasig,Metro Manila,5700000,2,,,
"For Sale The Magnolia Residences 1BR, 1 Toilet & Bath in New Manila Quezon City",New Manila,Quezon City,Metro Manila,8125190,1,1,38,
"1-Bedroom Unit (S35D1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11054400,1,1,47,
"Loft Unit for Sale in AMA Tower Residences, Wack-Wack Greenhills Mandaluyong|32J",Wack-Wack Greenhills,Mandaluyong,Metro Manila,16088526,1,1,63,
"3-Bedroom Unit (S03D) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,22111600,3,2,98,
"For Sale: Studio Unit in Suntrust Kirana, Pasig City",Pinagbuhatan,Pasig,Metro Manila,3297501,1,1,27,
"2-Bedroom Townhouse for Sale at PHINMA Maayo San Jose in San Jose, Batangas | Rosario...",Banaybanay II,San Jose,Batangas,2500000,2,,48,50
"3BR Unit for Sale in Suntrust Amadea Tower 2, Quezon City, 7.1M",Paligsahan,Quezon City,Metro Manila,7123896,3,2,46,
"2-Bedroom Condo Unit (29C) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...",Highway Hills,Mandaluyong,Metro Manila,16806000,2,2,84,
"2BR Condo Unit with Balcony for Sale in Legacy Leisure Residences, Ma-a, Davao City |...",Ma-A,Davao,Davao Del Sur,8535732,2,2,76,
Moldex Residences Valenzuela Bali Bldg - 1BR Condo for Sale in Valenzuela City,Paso de Blas,Valenzuela,Metro Manila,2050000,1,1,21,
"Condominium with 2 bedroom for Sale in Suntrust Asmara, New Manila, Quezon City",New Manila,Quezon City,Metro Manila,6785600,2,1,39,
"1BR Condo Unit for Sale in AMA Tower Residences, Wack-Wack Mandaluyong City | 5E",Wack-Wack Greenhills,Mandaluyong,Metro Manila,6423156,1,1,27,
"Studio Condo Unit (24I) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,7055167,1,1,32,
"House and Lot with 3 bedroom for Sale in Verona, Lumil, Silang- Mariella Premium",Lumil,Silang,Cavite,4956000,3,,93,88
"2BR Unit for Sale in Suntrust Amadea Tower 1, Quezon City, 4.8M",Paligsahan,Quezon City,Metro Manila,4842720,2,1,36,
"Studio - Furnished Condo Unit for Sale in The Persimmon Studios, Cebu City - with Spe...",Mabolo,Cebu,Cebu,3800000,1,1,24,
"Studio Condo Unit for Sale in West Parc - Birch Building, Filinvest City, Alabang Mun...",Alabang,Muntinlupa,Metro Manila,6000000,1,1,39,
"Lot for Sale in Priveya Hills, Mandaue, Cebu - with Special Offer",Tawason,Mandaue,Cebu,13400000,,,,661
"Arezzo Place Davao - Studio for Sale in Sasa, Davao",Sasa,Davao,Davao Del Sur,2950000,1,1,30,
"The Levels Burbank Tower, 1BR Unit for Sale in Alabang (for as low as Php 30,000 mont...",Alabang,Muntinlupa,Metro Manila,,1,1,49,
"Pre-Selling Studio Unit in The Sapphire Bloc South Tower, Ortigas CBD, Pasig",Ortigas CBD,Pasig,Metro Manila,6570000,1,1,,
"3-Bedroom Townhouse for Sale at Lancaster New City in Kawit, Cavite -THEA Model",San Sebastian,Kawit,Cavite,2395000,3,,60,50
"3-Bedroom Single Attached House and Lot for Sale at PTC Suncrest in Imus, Cavite",Carsadang Bago I,Imus,Cavite,5234791,3,,75,80
"Grand View Tower, 2-Bedroom (66 sqm) Condo for Sale near Mall of Asia, Pasay",Libertad,Pasay,Metro Manila,15500000,2,2,66,
"3-Bedroom Townhouse for Sale in The Villages at Lipa, Sierra Village, Batangas - with...",Bugtong Na Pulo,Lipa,Batangas,4700000,3,,93,108
"For Sale: 2BR Condo Unit with Balcony in Legacy Leisure Residences, Ma-a, Davao City ...",Ma-A,Davao,Davao Del Sur,8645982,2,2,77,
"2-Bedroom Unit for Sale in Suntrust Capitol Plaza, Diliman, Quezon City",Diliman,Quezon City,Metro Manila,10000000,2,2,68,
"1BR Condo Unit with Balcony for Sale in Legacy Leisure Residences, Ma-a, Davao City",Ma-A,Davao,Davao Del Sur,4206258,1,1,36,
"2-Bedroom Unit (36H) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,42217000,2,2,114,
"For Sale The Magnolia Residences 1BR, 1 Toilet & Bath in New Manila Quezon City",New Manila,Quezon City,Metro Manila,8125190,1,1,38,
