Movie_ID,Title,Director,Writer,Main_Genres,Motion_Picture_Rating,Runtime_Minutes,Rating,Budget_InMillions,Gross_USCanada_InMillions,Gross_worldwide_InMillions,Total_Gross,Opening_Weekend_USCanada,Gross_Opening_Weekend_InMillions
386,The Devil on Trial,Chris Holt,Chris Holt,"Documentary,Crime,Horror",TV-MA,81,5.6,,,,,,
387,King of Killers,Kevin Grevioux,Kevin Grevioux,"Action,Thriller",R,92,4.2,,,0.136,0.136,,
388,Crypt of Evil,"Miles Jonn-Dalton,Nikolai Malden","Nikolai Malden,Miles Jonn-Dalton,Geoff Alsopp",Horror,,,,,,,,,
389,Consecration,Christopher Smith,"Christopher Smith,Laurie Cook","Horror,Thriller",R,91,5.2,,0.539,2.272,2.811,02.12.2023,0.33
390,Surrounded,Anthony Mandler,"Justin Thomas,Andrew Pagana","Drama,Western",R,100,5.9,,,,,,
391,Animal Crossing Christmas Festival: The Movie!,Devin Sanchez,,"Animation,Adventure",TV-Y,88,,,,,,,
392,Herd,Steven Pierce,"Steven Pierce,James Allerdyce","Action,Horror",,97,3.7,,,,,,
393,Uproar,"Paul Middleditch,Hamish Bennett","Paul Middleditch,Sonia Whiteman,Hamish Bennett",Drama,,110,7.8,,,0.477,0.477,,
394,The Mill,Sean King O'Grady,Jeffrey David Thomas,"Drama,Mystery,Sci-Fi",,106,5.3,,,,,,
395,Daddio,Christy Hall,Christy Hall,Drama,R,101,7.8,,,,,,
396,Knights of the Zodiac,Tomasz Baginski,"Kiel Murray,Matt Stuecken,Josh Campbell","Action,Adventure,Drama",PG-13,112,4.4,,1.09,6.986,8.076,05.14.2023,0.558
397,My Big Fat Greek Wedding 3,Nia Vardalos,Nia Vardalos,"Comedy,Drama,Romance",PG-13,92,5.2,,28.496,38.768,67.264,09.10.2023,10.029
398,Starfish,Akhilesh Jaiswal,"Aditya Bhatnagar,Bina Nayak,Akhilesh Jaiswal","Drama,Romance,Thriller",,121,9.3,,,,,,
399,Ghosted,Dexter Fletcher,"Rhett Reese,Paul Wernick,Chris McKenna","Action,Adventure,Comedy",PG-13,116,5.8,,,,,,
400,Animal,Sandeep Reddy Vanga,"Pranay Reddy Vanga,Suresh Bandaru,Saurabh Gupta","Action,Crime,Drama",,202,8.4,,,,,,
401,You Are So Not Invited to My Bat Mitzvah,Sammi Cohen,"Alison Peck,Fiona Rosenbloom",Comedy,PG-13,103,6,,,,,,
402,Rumble Through the Dark,"Graham Phillips,Parker Phillips",Michael Farris Smith,"Action,Mystery,Thriller",R,116,5.8,,,,,,
403,Fog City,Steve Wolsh,Steve Wolsh,"Horror,Thriller",,97,,,,,,,
404,20 Days in Mariupol,Mstyslav Chernov,Mstyslav Chernov,"Documentary,War",TV-PG,95,8.7,,,0.021,0.021,,
405,Skanda: The Attacker,Boyapati Srinu,"Boyapati Srinu,M. Rathnam","Action,Drama,Romance",,167,4.2,,,0.057,0.057,,
406,Some Nudity Required,"Guy Crawford,Tray Goodman","Carrie Fee,Tray Goodman,Guy Crawford",Comedy,,101,4.6,,,,,,
407,The Crusades,Leo Milano,"Leo Milano,Shaun Early,Jack Hussar","Comedy,Drama",,102,5.7,,0.006,0.006,0.012,,
408,Miami Bici 2,Jesús del Cerro,Alex Cotet,Comedy,,,5.1,2.2,,1.163,1.163,,
409,The Unlikely Pilgrimage of Harold Fry,Hettie Macdonald,,Drama,,108,6.8,,,5.877,5.877,,
410,Paint,Brit McAdams,Brit McAdams,"Comedy,Drama",PG-13,96,4.9,,0.812,0.812,1.624,04.09.2023,0.571
411,A Beautiful Life,Mehdi Avaz,Stefan Jaworski,"Drama,Music,Romance",TV-MA,98,6.4,,,,,,
412,Tuhog,GB Sampedro,"Marvic Kevin Reyes,GB Sampedro",Drama,,93,6,,,,,,
413,Don't Look Away,Micheal Bafaro,"Michael Mitton,Micheal Bafaro",Horror,,84,4,,0.061,,0.061,,
414,White Bird,Marc Forster,"Mark Bomback,R.J. Palacio","Adventure,Biography,Drama",,2,7.8,,,,,,
415,Death on the Border,Wendy Wilkins,Wendy Wilkins,"Crime,Drama,Mystery",,95,3.7,,,,,,
416,The Pigeon Tunnel,Errol Morris,"Errol Morris,John le Carré",Documentary,PG-13,92,7,,,0.045,0.045,,
417,Dante's Hotel,Anthony C. Ferrante,"Anthony C. Ferrante,William C. Martell",Horror,TV-MA,99,5.1,,,,,,
418,From the Ashes,Jeremy Wiles,Tiana Wiles,"Crime,Drama,Mystery",,,,1,,,,,
419,The Vaccine War,Vivek Agnihotri,Vivek Agnihotri,"Drama,Thriller",,161,7.6,,,0.038,0.038,,
420,The Lady Bird Diaries,Dawn Porter,Julia Sweig,Documentary,,100,6.9,,,,,,
421,The Deepest Breath,Laura McGann,Laura McGann,"Documentary,Adventure,Sport",PG,108,7.7,,,,,,
422,The Adults,Dustin Guy Defa,Dustin Guy Defa,"Comedy,Drama",R,91,5.7,,,,,,
423,The Kitchen,"Kibwe Tavares,Daniel Kaluuya","Daniel Kaluuya,Joe Murtagh","Adventure,Drama,Sci-Fi",R,107,7.7,,,,,,
424,The Channel,William Kaufman,"Paul Reichelt,William Kaufman","Action,Crime,Thriller",,95,5.5,,,,,,
425,Die Hart,Eric Appel,Derek Kolstad,"Action,Comedy",TV-MA,84,5.1,,,,,,
426,A Thousand and One,A.V. Rockwell,A.V. Rockwell,"Crime,Drama",R,117,7,,3.4,3.464,6.864,04.02.2023,1.796
427,Señora Influencer,Carlos Santos,Carlos Santos,"Comedy,Thriller",,100,7.3,,,1.339,1.339,,
428,Poolman,Chris Pine,"Ian Gotler,Chris Pine","Comedy,Mystery",,100,5.3,,,,,,
429,Il migliore dei mondi,"Maccio Capatonda,Alessio Dogana,Danilo Carlani","Maccio Capatonda,Danilo Carlani,Gabriele Galli","Comedy,Drama,Sci-Fi",,102,6.3,,,,,,
430,Last Night of Amore,Andrea Di Stefano,Andrea Di Stefano,"Drama,Thriller",,124,7.2,9.5,0.004,4.823,4.827,09.17.2023,0.002
431,Another Body,"Sophie Compton,Reuben Hamlyn","Sophie Compton,Reuben Hamlyn,Isabel Freeman",Documentary,,80,6.8,,0.014,0.024,0.038,10.22.2023,0.008
432,Hard Feelings,Granz Henman,,Comedy,TV-MA,102,4.8,,,,,,
433,Run Rabbit Run,Daina Reid,Hannah Kent,"Horror,Thriller",TV-MA,100,5,,,0.325,0.325,,
434,Occupied City,Steve McQueen,Bianca Stigter,"Documentary,History,War",PG-13,246,7,,,,,,
435,Home for Rent,Sophon Sakdaphisit,"Tanida Hantaweewatana,Sophon Sakdaphisit","Horror,Mystery,Thriller",,124,6.6,,,1.721,1.721,,
436,Knuckle Girl,Hong-Seung Yoon,"Soichiro Ojima,Sang-Young Jeon,Byeong-sik Jung","Action,Crime",,107,5.1,,,,,,
437,La Chimera,Alice Rohrwacher,"Alice Rohrwacher,Carmela Covino,Marco Pettenello","Adventure,Comedy,Fantasy",,130,7.5,9.6,,0.103,0.103,,
438,Winnie the Pooh: Blood and Honey,Rhys Frake-Waterfield,"A.A. Milne,Rhys Frake-Waterfield",Horror,Not Rated,84,2.9,0.1,1.751,4.941,6.692,02.19.2023,0.652
439,"Red, White & Royal Blue",Matthew López,"Ted Malawer,Casey McQuiston,Matthew López","Comedy,Romance",R,118,7,,,,,,
440,She Came to Me,Rebecca Miller,Rebecca Miller,"Comedy,Drama,Romance",R,102,6,,0.734,0.953,1.687,10.08.2023,0.356
441,Retribution,Nimród Antal,"Alberto Marini,Christopher Salmanpour","Action,Thriller",R,91,5.3,20,6.938,18.691,25.629,08.27.2023,3.519
442,Fool's Paradise,Charlie Day,Charlie Day,Comedy,R,98,4.7,,0.855,0.878,1.733,05.14.2023,0.464
443,Candy Cane Lane,Reginald Hudlin,Kelly Younger,"Comedy,Fantasy",PG,117,5.6,,,,,,
444,The Great Indian Family,Vijay Krishna Acharya,Vijay Krishna Acharya,Family,,112,6.1,,,0.073,0.073,,
445,Plane,Jean-François Richet,"J.P. Davis,Charles Cumming","Action,Adventure,Thriller",R,107,6.5,,32.111,74.516,106.627,01.15.2023,10.265
446,After Everything,Castille Landon,"Castille Landon,Anna Todd","Drama,Romance",R,93,4.6,,,10.641,10.641,,
447,Mob Land,Nicholas Maggio,"Nicholas Maggio,Rob Healy","Action,Crime,Thriller",R,111,5.2,,,0,,,
448,Bad CGI Gator,Danny Draven,Zalman Band,"Comedy,Horror",,58,5.7,,,,,,
449,The Christmas Classic,Shane Dax Taylor,"Shane Dax Taylor,Austin Nichols","Comedy,Romance",,86,7.5,,,,,,
450,A Little White Lie,Michael Maren,"Chris Belden,Michael Maren",Comedy,R,101,5.9,,,0.022,0.022,,
451,Ehrengard: The Art of Seduction,Bille August,"Karen Blixen,Anders Frithiof August","Comedy,Drama,Romance",TV-MA,94,5.8,,,,,,
452,Kelce,Don Argott,,"Documentary,Sport",,103,8.2,,,,,,
453,The Stones and Brian Jones,Nick Broomfield,"Marc Hoeferlin,Nick Broomfield","Documentary,Music",,93,7.2,0.26,0.051,0.051,0.102,11.19.2023,0.041
454,Supercell,Herbert James Winterstern,"Herbert James Winterstern,Anna Elizabeth James","Action,Adventure,Drama",PG-13,100,4.4,,,0.047,0.047,,
455,Inside Man,Danny A. Abeckaser,Kosta Kondilopoulos,"Crime,Drama,Thriller",,91,5.5,10,,0,,,
456,Chapter X,Christopher Scott Bradshaw,Christopher Scott Bradshaw,"Drama,Fantasy,Horror",,100,4.2,0.02,,,,,
457,Cassandro,Roger Ross Williams,"Roger Ross Williams,David Teague","Biography,Drama,Sport",R,107,6.5,,,,,,
458,A Holiday I Do,"Alicia Schnieder,Paul Schneider","Melinda Bryce,Alicia Schnieder,Paul Schneider","Comedy,Drama,Romance",,,7.1,,,,,,
459,My Happy Marriage,Ayuko Tsukahara,"Tsukiho Tsukioka,Akumi Agitogi,Tomoe Kanno","Drama,Fantasy,History",,115,6.9,,,19.506,19.506,,
460,The Disappearance of Shere Hite,Nicole Newnham,,Documentary,R,116,8.3,,0.021,0.021,0.042,11.19.2023,0.016
461,Bank of Dave,Chris Foggin,Piers Ashworth,"Biography,Comedy,Drama",PG-13,107,7,,,0.621,0.621,,
462,Deliver Us,"Lee Roy Kunz,Cru Ennis","Lee Roy Kunz,Kane Kunz",Horror,Unrated,103,4.7,,0.005,0.005,0.01,10.01.2023,0.003
463,Wicked Little Letters,Thea Sharrock,Jonny Sweet,"Comedy,History,Mystery",,102,7.6,,,0.012,0.012,,
464,Merry Little Batman,Mike Roth,"Jase Ricci,Etan Cohen,Morgan Evans","Animation,Comedy,Family",,,,,,,,,
465,Hurricane Season,Elisa Miller,"Fernanda Melchor,Daniela Gómez,Elisa Miller","Drama,Thriller",TV-MA,99,5.6,,,,,,
466,My Name Is Shruthi,Srinivas Omkar,Srinivas Omkar,Thriller,,130,8.8,,,,,,
467,Mars Express,Jérémie Périn,"Laurent Sarfati,Jérémie Périn","Animation,Action,Mystery",,85,7.7,6.7,,0.38,0.38,,
468,Mayhem!,Xavier Gens,"Guillaume Lemans,Xavier Gens,Magali Rossitto","Action,Thriller",,99,6.4,4.92,,1.531,1.531,,
469,Dear David,John McPhail,"Adam Ellis,Evan Turner,Mike Van Waes","Horror,Thriller",R,94,4,,,0.267,0.267,,
470,Bad Boy,Rajkumar Santoshi,"Ranjit Kapoor,Sanjeev","Comedy,Drama,Romance",,122,7.2,,,,,,
471,The Piper,Anthony Waller,"Duncan Kennedy,Anthony Waller","Fantasy,Horror",R,105,6.1,,,,,,
472,COVID,Christopher Broughton,"Kira Madallo Sesay,Christopher Broughton",Thriller,,,,10,,,,,
473,It Came from Dimension X,Ciaron Davies,Ciaron Davies,"Comedy,Sci-Fi",,90,,,,,,,
474,Shortcomings,Randall Park,,"Comedy,Drama,Romance",R,92,6.5,,0.675,0.686,1.361,08.06.2023,0.301
475,Sirona,Wesley Clark,Wesley Clark,"Mystery,Sci-Fi",,100,3.7,0.07,,,,,
476,Do Not Disturb,Cem Yilmaz,Cem Yilmaz,"Comedy,Drama",TV-MA,114,6.3,,,,,,
477,The Persian Version,Maryam Keshavarz,Maryam Keshavarz,"Comedy,Drama,Romance",R,107,6.8,,0.548,0.548,1.096,10.22.2023,0.076
478,The Loch Ness Horror,Tyler-James,Tyler-James,"Action,Horror,Sci-Fi",,79,3.5,,,,,,
479,Zom 100: Bucket List of the Dead,Yûsuke Ishida,"Kotaro Takata,Haro Aso,Tatsuro Mishima","Action,Comedy,Fantasy",TV-MA,128,5.5,,,,,,
480,Spider-Man: Lotus,Gavin J. Konop,"Warden Wayne,Sean Thomas Reid,Gavin J. Konop","Action,Drama",,2,3.3,0.13,,,,,
481,Jules,Marc Turtletaub,Gavin Steckler,"Comedy,Drama,Sci-Fi",PG-13,87,6.8,,1.925,1.969,3.894,08.13.2023,0.84
482,Foe,Garth Davis,"Garth Davis,Iain Reid","Drama,Sci-Fi,Thriller",R,110,5.3,,,0.221,0.221,,
483,Operation Fortune: Ruse de Guerre,Guy Ritchie,"Guy Ritchie,Marn Davies,Ivan Atkinson","Action,Comedy,Thriller",R,114,6.3,50,6.496,49.092,55.588,03.05.2023,3.14
484,The Old Oak,Ken Loach,Paul Laverty,Drama,,113,7.1,,,4.588,4.588,,
485,Memory,Michel Franco,Michel Franco,Drama,R,100,7,0.1,,,,,
486,Your Lucky Day,Dan Brown,Dan Brown,Thriller,R,89,5.8,,0.018,0.018,0.036,11.12.2023,0.014
487,Kill Boksoon,Sung-hyun Byun,Sung-hyun Byun,"Action,Thriller",TV-MA,137,6.6,,,,,,
488,Waitress: The Musical,"Brett Sullivan,Diane Paulus","Adrienne Shelly,Jessie Nelson","Comedy,Drama,Musical",,144,7.1,,,,,,
489,Heir of the Witch,Victoria U Bell,Victoria U Bell,"Horror,Thriller",R,94,5.1,,,,,,
490,Fremont,Babak Jalali,"Babak Jalali,Carolina Cavalli",Drama,,91,7,,0.268,0.306,0.574,08.27.2023,0.021
491,Fuck Them All! The Story of Heaven and Hell. The Making of a Ballet,Nick Peterson,Nick Peterson,Biography,,200,2.5,,,,,,
492,Vindicta,Sean McNamara,"Steven Paul,Ian Neligh",Horror,R,87,4.3,,,,,,
493,Reporting for Christmas,Jack C. Newell,Adam Rockoff,"Drama,Romance",,86,5.8,,,,,,
494,The Convert,Lee Tamahori,"Shane Danielsen,Michael Bennett,Lee Tamahori","Action,Drama",,119,8,,,,,,
495,Johnny & Clyde,Tom DeNucci,"Tom DeNucci,Nick Principe","Action,Adventure,Crime",,100,3.3,,,,,,
496,War of the Worlds: The Attack,Junaid Syed,"Tom Jolliffe,Junaid Syed","Sci-Fi,Thriller",,85,3.3,,,,,,
497,Mad,Kalyan Shankar,"Kalyan Shankar,Praveen Pattu,Pranay Rao",Comedy,,127,7.5,,,0.025,0.025,,
498,Give Me Your Eyes,Gary Auerbach,"Kevin Tavolaro,Julie Auerbach",Thriller,,,4.8,,,,,,
499,Diary of a Wimpy Kid Christmas: Cabin Fever,Luke Cormican,"Kathleen Shugrue,Jeff Kinney","Animation,Adventure,Comedy",PG,95,,,,,,,
500,Perfect Addiction,Castille Landon,"Claudia Tan,Stephanie Sanditz","Action,Drama,Romance",R,107,5.5,,,,,,
501,Israelism,"Erin Axelman,Sam Eilertsen","Sam Eilertsen,Erin Axelman",Documentary,,84,6,,,,,,
502,Tayuan,Topel Lee,Michelle Ngu,Drama,,102,4.9,,,,,,
503,Meksika Açmazi,Alper Mestçi,"Anlatanadam,Mesut Süre,Fazli Polat",Comedy,,,5.9,,,0.163,0.163,,
504,T.I.M.,Spencer Brown,"Sarah Govett,Spencer Brown","Sci-Fi,Thriller",,101,5.5,,,0.006,0.006,,
505,AKA,Morgan S. Dalibert,"Alban Lenoir,Morgan S. Dalibert","Action,Crime,Thriller",TV-MA,122,6.6,,,,,,
506,The New Boy,Warwick Thornton,Warwick Thornton,"Drama,Fantasy,History",,116,5.7,,,0.631,0.631,,
507,True Spirit,Sarah Spillane,"Rebecca Banner,Sarah Spillane,Cathy Randall","Adventure,Biography,Drama",TV-PG,109,6.8,,,,,,
508,The Forest Hills,Scott Goldberg,"Scott Goldberg,Scott B. Hansen","Drama,Horror,Thriller",,82,7.8,,,,,,
509,Shooting Stars,Chris Robinson,"Frank E. Flowers,Tony Rettenmaier,Juel Taylor","Biography,Drama,History",PG-13,116,6.5,,,,,,
510,Founders Day,Erik Bloomquist,"Erik Bloomquist,Carson Bloomquist","Horror,Mystery,Thriller",R,106,7.1,,,,,,
511,Accused,Philip Barantini,"James Cummings,Barnaby Boulton",Thriller,,88,6.4,,,0.107,0.107,,
512,He Killed in Ecstasy,Nikolai Malden,"Miles Jonn-Dalton,Nikolai Malden",Horror,,80,,,,,,,
513,American Symphony,Matthew Heineman,,"Documentary,Biography,Music",PG-13,104,7.3,,,,,,
514,"Miraculous: Ladybug & Cat Noir, the Movie",Jeremy Zag,"Bettina Lopez Mendoza,Jeremy Zag","Animation,Action,Adventure",PG,105,6.1,80,,39.527,39.527,,
515,Choose Love,Stuart McDonald,,"Comedy,Romance",TV-14,77,5,,,,,,
516,Oppenheimer: The Real Story,Robin Bextor,Robin Bextor,Documentary,,96,7.2,,,,,,
517,The Nature of Love,Monia Chokri,Monia Chokri,"Comedy,Drama,Romance",,110,7.3,,,1.338,1.338,,
518,Dangerous Waters,John Barr,"John Barr,Mark Jackson",Thriller,,101,5.2,,,0.333,0.333,,
519,North Star,Kristin Scott Thomas,"John Micklethwait,Kristin Scott Thomas",Drama,,95,6.9,,,,,,
520,Dead Man's Hand,Brian Skiba,"Matthew Minor,Corin Nemec,Kevin Minor",Western,R,96,3.9,,,,,,
521,The Kerala Story,"Sudipto Sen,Vipul Amrutlal Shah","Sudipto Sen,Suryapal Singh,Vipul Amrutlal Shah",Drama,,138,7.2,,,0.122,0.122,,
522,The Canterville Ghost,"Kim Burdon,Robert Chandler","Cory Edwards,Keiron Self,Giles New","Animation,Comedy",PG,89,7.2,,0.192,2.121,2.313,10.22.2023,0.15
523,Ambush,Mark Burman,"Johnny Lozano,Mark Burman,Michael McClung","Action,Thriller",R,104,4,,,0.026,0.026,,
524,Kidnapped,Marco Bellocchio,"Marco Bellocchio,Edoardo Albinati,Susanna Nicchiarelli","Drama,History",,134,7.1,13,,3.664,3.664,,
525,Vikings: Blood Lust,Greg Keith,"Greg Keith,Harry Boxley",Action,,82,2.9,,,,,,
526,The Critic,Anand Tucker,"Anthony Quinn,Patrick Marber","Crime,Drama,Mystery",,95,6.6,,,,,,
527,Still: A Michael J. Fox Movie,Davis Guggenheim,Michael J. Fox,"Documentary,Biography",R,95,8.1,,,,,,
528,Christmas on Cherry Lane,Gail Harvey,Rick Garman,Family,TV-G,,,,,,,,
529,A Christmas Frequency,Lindsay Hartley,Ansley Gordon,Romance,,,5.1,,,,,,
530,Jeanne du Barry,Maïwenn,"Maïwenn,Teddy Lussi-Modeste,Nicolas Livecchi","Biography,Drama,History",,113,6.7,22.4,,13.662,13.662,,
531,The Boogeyman,Rob Savage,"Scott Beck,Bryan Woods,Mark Heyman","Horror,Mystery,Thriller",PG-13,98,5.9,35,43.244,67.307,110.551,06.04.2023,12.356
532,Air,Ben Affleck,Alex Convery,"Drama,Sport",R,111,7.4,90,52.46,90.06,142.52,04.09.2023,14.456
533,"Are You There God? It's Me, Margaret.",Kelly Fremon Craig,"Kelly Fremon Craig,Judy Blume","Comedy,Drama,Family",PG-13,106,7.4,30,20.372,21.464,41.836,04.30.2023,6.739
534,Heart of Stone,Tom Harper,"Allison Schroeder,Greg Rucka","Action,Crime,Thriller",PG-13,122,5.7,,,,,,
535,Take Care of Maya,Henry Roosevelt,,Documentary,TV-14,103,7.8,,,,,,
536,The Royal Hotel,Kitty Green,"Kitty Green,Oscar Redding",Thriller,R,91,5.9,,0.78,0.955,1.735,10.08.2023,0.331
537,Insidious: The Red Door,Patrick Wilson,"Leigh Whannell,Scott Teems","Horror,Mystery,Thriller",PG-13,107,5.5,16,82.157,189.087,271.244,07.09.2023,33.013
538,The Roundup: No Way Out,Lee Sang-yong,Kim Min-sung,"Action,Crime,Thriller",,105,6.6,,0.909,83.41,84.319,06.04.2023,0.193
539,Lord of Misrule,William Brent Bell,Tom de Ville,Horror,,,6.8,,,0.337,0.337,,
540,Rye Lane,Raine Allen-Miller,"Nathan Bryon,Tom Melia","Comedy,Drama,Romance",R,82,7.2,,,1.569,1.569,,
541,A Little Life,"Ivo van Hove,Nick Wickham","Koen Tachelet,Hanya Yanagihara,Ivo van Hove",Drama,,220,8.5,,,1.842,1.842,,
542,Sirf Ek Bandaa Kaafi Hai,Apoorv Singh Karki,Deepak Kingrani,"Crime,Drama,Thriller",,132,7.9,,,0,,,
543,Your Christmas or Mine 2,Jim O'Hanlon,Tom Parry,Comedy,,,,,,,,,
544,The Locksmith,Nicolas Harvard,"John Glosser,Blair Kroeber,Ben Kabialis","Action,Crime,Mystery",,92,4.8,,,0.068,0.068,,
545,Confidential Informant,Michael Oblowitz,"Michael Kaycheck,Michael Oblowitz,Brooke Nasser","Action,Crime,Thriller",R,88,4.5,,,0.064,0.064,,
546,Heaven in Hell,Tomasz Mandes,"Tomasz Mandes,Mojca Tirs","Drama,Romance",,2,3.9,,,2.104,2.104,,
547,The Black Book,Editi Effiong,"Editi Effiong,Bunmi Ajakaiye",Thriller,TV-MA,124,5.2,1,,,,,
548,Condor's Nest,Phil Blattenberger,Phil Blattenberger,"Action,Drama,Thriller",R,102,4.5,,,0.002,0.002,,
549,The Eternal Memory,Maite Alberdi,Maite Alberdi,Documentary,,85,7.9,,0.068,0.097,0.165,,
550,Wildcat,Ethan Hawke,"Shelby Gaines,Ethan Hawke","Biography,Drama",,103,5.7,,,,,,
551,Break In,Peter Sullivan,"Peter Sullivan,Jeffrey Schenck",Thriller,,78,4,,,,,,
552,15 Cameras,Danny Madden,PJ McCabe,Horror,,89,5.1,,,,,,
553,Birthright Outlaw,Aaron Burns,"Aaron Burns,Justin Strawhand","Drama,Western",PG-13,101,4.8,,,,,,
554,Police State,"Dinesh D'Souza,Bruce Schooley,Debbie D'Souza","Debbie D'Souza,Dinesh D'Souza,Bruce Schooley","Documentary,Crime",,110,5.8,,,,,,
555,The Tutor,Jordan Ross,Ryan King,"Mystery,Thriller",R,92,4.8,,,,,,
556,Chupa,Jonás Cuarón,"Joe Barnathan,Sean Kennedy Moore,Marcus Rinehart","Action,Adventure,Drama",PG,95,5.5,,,,,,
557,His Three Daughters,Azazel Jacobs,Azazel Jacobs,Drama,R,101,7.3,,,,,,
558,Salaar,Prashanth Neel,"Choudary Hanuman,Prashanth Neel,Sandeep Reddy Bandla","Action,Drama,Thriller",,170,,4000,,,,,
559,Cypher,Chris Moukarbel,Chris Moukarbel,"Documentary,Music,Thriller",R,81,6.6,,,,,,
560,All Your Faces,Jeanne Herry,,Drama,,118,7.7,,,9.056,9.056,,
561,Postcard from Earth,Darren Aronofsky,"Ari Handel,Darren Aronofsky",Sci-Fi,,,8.1,,,,,,
562,A Deadly Invitation,J.M Cravioto,"Anton Goenechea,Carmen Posadas,Javier Durán Pérez","Comedy,Mystery,Thriller",TV-14,92,5.1,,,,,,
563,Ganapath,Vikas Bahl,Vikas Bahl,"Action,Drama,Sci-Fi",Not Rated,133,5.4,,,0.238,0.238,,
564,On Fire,"Nick Lyon,Nick Lyon(a film by),Peter Facinelli","Ron Peer,Nick Lyon","Drama,Mystery,Thriller",PG-13,80,7,4,0.205,0.219,0.424,10.01.2023,0.135
565,The Ghost Within,Lawrence Fowler,"Geoff Fowler,Lawrence Fowler","Horror,Mystery",,103,3.8,,,0.319,0.319,,
566,His Only Son,David Helling,David Helling,"Drama,History",PG-13,106,5.7,0.25,12.393,13.82,26.213,04.02.2023,5.501
567,Forever Young,Henk Pretorius,"Henk Pretorius,Greg Blyth,Jennifer Nicole Stang","Romance,Sci-Fi,Thriller",,100,8.7,,,,,,
568,The Crypto,Joshua Carter,Joshua Carter,"Action,Mystery,Thriller",13+,41,,0,,,,,
569,House Party,Calmatic,"Stephen Glover,Jamal Olori",Comedy,R,100,4.4,,9.002,9.285,18.287,01.15.2023,3.986
570,Ransomed,Seong Hun Kim,"Kim Jung-Yeon,Jung-mi Yeo","Action,Drama,Thriller",,132,6.5,,0.142,8.102,8.244,08.06.2023,0.045
571,Knox Goes Away,Michael Keaton,Gregory Poirier,Thriller,,114,8.4,,,,,,
572,The Dead Don't Hurt,Viggo Mortensen,Viggo Mortensen,"Drama,Western",,129,8,,,,,,
573,The Cello,Darren Lynn Bousman,Turki Al Alshikh,"Horror,Mystery,Thriller",R,2,6.8,17,,0.005,0.005,,
574,Phantom Fun-World,Tory Jones,"Tory Jones,Jerron Spencer",Horror,,81,5,,,,,,
575,Kubi,Takeshi Kitano,,"Action,Drama,History",,131,6.8,1500,,2.64,2.64,,
576,Back in Action,Seth Gordon,"Seth Gordon,Brendan O'Brien","Action,Comedy",,131,,,,,,,
577,Elevator Game,Rebekah McKendry,"David Ian McKendry,Travis Seppala",Horror,,94,4.2,,,0.302,0.302,,
578,Rub,Christopher Fox,Christopher Fox,"Crime,Drama,Thriller",,105,5.4,,,,,,
579,Burning Betrayal,Diego Freitas,"Sue Hecker,Davi Kolb,Camila Raffanti","Drama,Mystery,Romance",TV-MA,98,4,,,,,,
580,The Pope's Exorcist,Julius Avery,"R. Dean McCreary,Evan Spiliotopoulos,Michael Petroni","Horror,Thriller",R,103,6.1,18,20.009,76.988,96.997,04.16.2023,9.006
581,Knock at the Cabin,M. Night Shyamalan,"M. Night Shyamalan,Steve Desmond,Paul Tremblay","Horror,Mystery,Thriller",R,100,6.1,20,35.398,54.761,90.159,02.05.2023,14.127
582,Freelance,Pierre Morel,Jacob Lentz,"Action,Comedy",R,108,5.4,40,5.314,8.669,13.983,10.29.2023,2.086
583,Fallen Leaves,Aki Kaurismäki,Aki Kaurismäki,"Comedy,Drama",,81,7.6,,0.115,2.102,2.217,11.19.2023,0.049
584,After Death,"Chris Radtke,Stephen Gray",Stephen Gray,Documentary,PG-13,108,6.1,,11.461,11.461,22.922,10.29.2023,5.052
585,The Zone of Interest,Jonathan Glazer,"Jonathan Glazer,Martin Amis","Drama,History,War",PG-13,105,8.1,,,,,,
586,Extraction II,Sam Hargrave,"Anthony Russo,Ande Parks,Joe Russo","Action,Thriller",R,122,7,,,,,,
587,Lost Weekend,Frank Coraci,Benjamin Sutor,Comedy,,,,,,,,,
588,The Island,Shaun Paul Piccinino,"Michael Caissie,Philippe Martinez","Action,Thriller",,93,4.3,,,0.04,0.04,,
589,Bloodthirst,Michael Su,"Adrian Milnes,Massimiliano Cerchi","Action,Horror,Sci-Fi",R,88,4.6,,,,,,
590,Me Captain,Matteo Garrone,"Matteo Garrone,Massimo Ceccherini,Massimo Gaudioso",Drama,,121,7.7,12.11,,4.659,4.659,,
591,Angela,Hugo Prata,Duda de Almeida,"Biography,Crime,Drama",,104,5.5,,,,,,
592,Finally Dawn,Saverio Costanzo,Saverio Costanzo,"Drama,History",,140,5.6,28.5,,,,,
593,Lion-Girl,Kurando Mitsutake,Kurando Mitsutake,"Action,Sci-Fi",,121,5.2,1,,,,,
594,You're Killing Me,"Beth Hanna,Jerren Lauder","Brad Martocello,Walker Hare","Action,Horror,Mystery",,94,5,,,,,,
595,Ezra,Tony Goldwyn,Tony Spiridakis,Comedy,R,100,7.7,,,,,,
596,Sheroes,Jordan Gertner,Jordan Gertner,"Action,Adventure,Comedy",R,91,3.4,,,,,,
597,Shin Kamen Rider,Hideaki Anno,"Hideaki Anno,Shotaro Ishinomori","Action,Adventure,Drama",Not Rated,121,6.1,,,15.788,15.788,,
598,All Souls,Emmanuelle Pickett,Anthony Ragnone II,Crime,R,81,,,,,,,
